# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	77479	78339	+					folP		BA_RS00405	861		old_locus_tag=BA0071,BA_0071
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	77479	78339	+	WP_025985130.1	WP_025985130.1		dihydropteroate synthase	folP		BA_RS00405	861	286	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	78340	78702	+					folB		BA_RS00410	363		old_locus_tag=BA0072,BA_0072
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	78340	78702	+	WP_000358063.1	WP_000358063.1		dihydroneopterin aldolase	folB		BA_RS00410	363	120	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	78699	79214	+					folK		BA_RS00415	516		old_locus_tag=BA0073,BA_0073
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	78699	79214	+	WP_001059445.1	WP_001059445.1		2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase	folK		BA_RS00415	516	171	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	79166	79369	+							BA_RS00420	204		old_locus_tag=BA0074,BA_0074
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	79166	79369	+	WP_000387027.1	WP_000387027.1		helix-turn-helix domain-containing protein			BA_RS00420	204	67	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	79393	80391	+					dusB		BA_RS00425	999		old_locus_tag=BA0075,BA_0075
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	79393	80391	+	WP_000912267.1	WP_000912267.1		tRNA dihydrouridine synthase DusB	dusB		BA_RS00425	999	332	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	80551	82050	+					lysS		BA_RS00430	1500		old_locus_tag=BA0076,BA_0076
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	80551	82050	+	WP_000369671.1	WP_000369671.1		lysine--tRNA ligase	lysS		BA_RS00430	1500	499	
gene	rRNA	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	82424	83975	+							BA_RS00435	1552		old_locus_tag=BA_5752
rRNA		GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	82424	83975	+				16S ribosomal RNA			BA_RS00435	1552		
gene	rRNA	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	84122	87043	+							BA_RS00440	2922		old_locus_tag=BA_5753
rRNA		GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	84122	87043	+				23S ribosomal RNA			BA_RS00440	2922		
gene	rRNA	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	87093	87208	+					rrf		BA_RS00445	116		old_locus_tag=BA_5754
rRNA		GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	87093	87208	+				5S ribosomal RNA	rrf		BA_RS00445	116		
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	87415	87876	+					ctsR		BA_RS00450	462		old_locus_tag=BA0077,BA_0077
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	87415	87876	+	WP_001244563.1	WP_001244563.1		transcriptional regulator CtsR	ctsR		BA_RS00450	462	153	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	88050	88598	+							BA_RS00455	549		old_locus_tag=BA0078,BA_0078
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	88050	88598	+	WP_000128392.1	WP_000128392.1		UvrB/UvrC motif-containing protein			BA_RS00455	549	182	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	88603	89667	+							BA_RS00460	1065		old_locus_tag=BA0079,BA_0079
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	88603	89667	+	WP_000050832.1	WP_000050832.1		protein arginine kinase			BA_RS00460	1065	354	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	89690	92125	+					clpC		BA_RS00465	2436		old_locus_tag=BA0080,BA_0080
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	89690	92125	+	WP_000971179.1	WP_000971179.1		ATP-dependent protease ATP-binding subunit ClpC	clpC		BA_RS00465	2436	811	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	92222	93598	+					radA		BA_RS00470	1377		old_locus_tag=BA0081,BA_0081
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	92222	93598	+	WP_001085211.1	WP_001085211.1		DNA repair protein RadA	radA		BA_RS00470	1377	458	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	93602	94675	+					disA		BA_RS00475	1074		old_locus_tag=BA0082,BA_0082
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	93602	94675	+	WP_000392168.1	WP_000392168.1		DNA integrity scanning diadenylate cyclase DisA	disA		BA_RS00475	1074	357	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	94836	95945	+							BA_RS00480	1110		old_locus_tag=BA0083,BA_0083
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	94836	95945	+	WP_000919684.1	WP_000919684.1		PIN/TRAM domain-containing protein			BA_RS00480	1110	369	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	95962	96642	+					ispD		BA_RS00485	681		old_locus_tag=BA0084,BA_0084
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	95962	96642	+	WP_000288292.1	WP_000288292.1		2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	ispD		BA_RS00485	681	226	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	96757	97233	+					ispF		BA_RS00490	477		old_locus_tag=BA0085,BA_0085
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	96757	97233	+	WP_000488386.1	WP_000488386.1		2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	ispF		BA_RS00490	477	158	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	97323	98780	+					gltX		BA_RS00495	1458		old_locus_tag=BA0086,BA_0086
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	97323	98780	+	WP_000415154.1	WP_000415154.1		glutamate--tRNA ligase	gltX		BA_RS00495	1458	485	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	99213	99878	+					cysE		BA_RS00500	666		old_locus_tag=BA0088,BA_0088
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	99213	99878	+	WP_000476500.1	WP_000476500.1		serine O-acetyltransferase	cysE		BA_RS00500	666	221	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	99859	101256	+					cysS		BA_RS00505	1398		old_locus_tag=BA0089,BA_0089
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	99859	101256	+	WP_000152268.1	WP_000152268.1		cysteine--tRNA ligase	cysS		BA_RS00505	1398	465	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	101259	101666	+							BA_RS00510	408		old_locus_tag=BA0090,BA_0090
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	101259	101666	+	WP_000564261.1	WP_000564261.1		Mini-ribonuclease 3			BA_RS00510	408	135	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	101663	102406	+					rlmB		BA_RS00515	744		old_locus_tag=BA0091,BA_0091
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	101663	102406	+	WP_000093759.1	WP_000093759.1		23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB	rlmB		BA_RS00515	744	247	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	102410	102922	+							BA_RS00520	513		old_locus_tag=BA0092,BA_0092
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	102410	102922	+	WP_000997883.1	WP_000997883.1		NYN domain-containing protein			BA_RS00520	513	170	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	102990	103646	+							BA_RS00525	657		old_locus_tag=BA0093,BA_0093
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	102990	103646	+	WP_000387199.1	WP_000387199.1		RNA polymerase sporulation sigma factor SigH			BA_RS00525	657	218	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	103778	103924	+					rpmG		BA_RS00530	147		old_locus_tag=BA0094,BA_0094
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	103778	103924	+	WP_002070160.1	WP_002070160.1		50S ribosomal protein L33	rpmG		BA_RS00530	147	48	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	103957	104136	+					secE		BA_RS00535	180		old_locus_tag=BA0095,BA_0095
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	103957	104136	+	WP_001241321.1	WP_001241321.1		preprotein translocase subunit SecE	secE		BA_RS00535	180	59	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	104268	104801	+					nusG		BA_RS00540	534		old_locus_tag=BA0096,BA_0096
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	104268	104801	+	WP_000415794.1	WP_000415794.1		transcription termination/antitermination protein NusG	nusG		BA_RS00540	534	177	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	104969	105394	+					rplK		BA_RS00545	426		old_locus_tag=BA0097,BA_0097
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	104969	105394	+	WP_001085872.1	WP_001085872.1		50S ribosomal protein L11	rplK		BA_RS00545	426	141	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	105572	106264	+					rplA		BA_RS00550	693		old_locus_tag=BA0098,BA_0098
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	105572	106264	+	WP_002020168.1	WP_002020168.1		50S ribosomal protein L1	rplA		BA_RS00550	693	230	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	106497	106997	+					rplJ		BA_RS00555	501		old_locus_tag=BA0099,BA_0099
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	106497	106997	+	WP_000048716.1	WP_000048716.1		50S ribosomal protein L10	rplJ		BA_RS00555	501	166	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	107065	107424	+					rplL		BA_RS00560	360		old_locus_tag=BA0100,BA_0100
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	107065	107424	+	WP_000159736.1	WP_000159736.1		50S ribosomal protein L7/L12	rplL		BA_RS00560	360	119	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	107499	108098	+							BA_RS00565	600		old_locus_tag=BA0101,BA_0101
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	107499	108098	+	WP_000763286.1	WP_000763286.1		class I SAM-dependent methyltransferase			BA_RS00565	600	199	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	108391	111924	+					rpoB		BA_RS00570	3534		old_locus_tag=BA0102,BA_0102
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	108391	111924	+	WP_000147548.1	WP_000147548.1		DNA-directed RNA polymerase subunit beta	rpoB		BA_RS00570	3534	1177	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	111962	115573	+					rpoC		BA_RS00575	3612		old_locus_tag=BA0103,BA_0103
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	111962	115573	+	WP_000567940.1	WP_000567940.1		DNA-directed RNA polymerase subunit beta'	rpoC		BA_RS00575	3612	1203	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	115687	115935	+							BA_RS00580	249		old_locus_tag=BA0104,BA_0104
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	115687	115935	+	WP_000121830.1	WP_000121830.1		50S ribosomal protein L7ae-like protein			BA_RS00580	249	82	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	116050	116472	+					rpsL		BA_RS00585	423		old_locus_tag=BA0105,BA_0105
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	116050	116472	+	WP_001142340.1	WP_001142340.1		30S ribosomal protein S12	rpsL		BA_RS00585	423	140	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	116502	116972	+					rpsG		BA_RS00590	471		old_locus_tag=BA0106,BA_0106
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	116502	116972	+	WP_001137493.1	WP_001137493.1		30S ribosomal protein S7	rpsG		BA_RS00590	471	156	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	117180	119258	+					fusA		BA_RS00595	2079		old_locus_tag=BA0107,BA_0107
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	117180	119258	+	WP_000090364.1	WP_000090364.1		elongation factor G	fusA		BA_RS00595	2079	692	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	119376	120563	+					tuf		BA_RS00600	1188		old_locus_tag=BA0108,BA_0108
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	119376	120563	+	WP_001029614.1	WP_001029614.1		elongation factor Tu	tuf		BA_RS00600	1188	395	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	120962	121270	+					rpsJ		BA_RS00605	309		old_locus_tag=BA0109,BA_0109
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	120962	121270	+	WP_001040594.1	WP_001040594.1		30S ribosomal protein S10	rpsJ		BA_RS00605	309	102	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	121305	121937	+					rplC		BA_RS00610	633		old_locus_tag=BA0110,BA_0110
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	121305	121937	+	WP_000160207.1	WP_000160207.1		50S ribosomal protein L3	rplC		BA_RS00610	633	210	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	121963	122586	+					rplD		BA_RS00615	624		old_locus_tag=BA0111,BA_0111
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	121963	122586	+	WP_001127258.1	WP_001127258.1		50S ribosomal protein L4	rplD		BA_RS00615	624	207	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	122586	122876	+					rplW		BA_RS00620	291		old_locus_tag=BA0112,BA_0112
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	122586	122876	+	WP_001205558.1	WP_001205558.1		50S ribosomal protein L23	rplW		BA_RS00620	291	96	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	122905	123735	+					rplB		BA_RS00625	831		old_locus_tag=BA0113,BA_0113
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	122905	123735	+	WP_000511580.1	WP_000511580.1		50S ribosomal protein L2	rplB		BA_RS00625	831	276	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	123796	124074	+					rpsS		BA_RS00630	279		old_locus_tag=BA0114,BA_0114
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	123796	124074	+	WP_000124453.1	WP_000124453.1		30S ribosomal protein S19	rpsS		BA_RS00630	279	92	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	124092	124433	+					rplV		BA_RS00635	342		old_locus_tag=BA0115,BA_0115
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	124092	124433	+	WP_001148025.1	WP_001148025.1		50S ribosomal protein L22	rplV		BA_RS00635	342	113	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	124437	125096	+					rpsC		BA_RS00640	660		old_locus_tag=BA0116,BA_0116
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	124437	125096	+	WP_000529956.1	WP_000529956.1		30S ribosomal protein S3	rpsC		BA_RS00640	660	219	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	125098	125532	+					rplP		BA_RS00645	435		old_locus_tag=BA0117,BA_0117
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	125098	125532	+	WP_000928969.1	WP_000928969.1		50S ribosomal protein L16	rplP		BA_RS00645	435	144	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	125522	125722	+					rpmC		BA_RS00650	201		old_locus_tag=BA0118,BA_0118
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	125522	125722	+	WP_000855718.1	WP_000855718.1		50S ribosomal protein L29	rpmC		BA_RS00650	201	66	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	125743	126006	+					rpsQ		BA_RS00655	264		old_locus_tag=BA0119,BA_0119
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	125743	126006	+	WP_000004106.1	WP_000004106.1		30S ribosomal protein S17	rpsQ		BA_RS00655	264	87	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	126050	126418	+					rplN		BA_RS00660	369		old_locus_tag=BA0120,BA_0120
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	126050	126418	+	WP_000615912.1	WP_000615912.1		50S ribosomal protein L14	rplN		BA_RS00660	369	122	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	126457	126768	+					rplX		BA_RS00665	312		old_locus_tag=BA0121,BA_0121
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	126457	126768	+	WP_000558200.1	WP_000558200.1		50S ribosomal protein L24	rplX		BA_RS00665	312	103	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	126795	127334	+					rplE		BA_RS00670	540		old_locus_tag=BA0122,BA_0122
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	126795	127334	+	WP_001080834.1	WP_001080834.1		50S ribosomal protein L5	rplE		BA_RS00670	540	179	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	127368	127553	+					rpsN		BA_RS00675	186		old_locus_tag=BA0123,BA_0123
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	127368	127553	+	WP_001085700.1	WP_001085700.1		30S ribosomal protein S14	rpsN		BA_RS00675	186	61	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	127583	127981	+					rpsH		BA_RS00680	399		old_locus_tag=BA0124,BA_0124
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	127583	127981	+	WP_000245511.1	WP_000245511.1		30S ribosomal protein S8	rpsH		BA_RS00680	399	132	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	128014	128553	+					rplF		BA_RS00685	540		old_locus_tag=BA0125,BA_0125
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	128014	128553	+	WP_000086558.1	WP_000086558.1		50S ribosomal protein L6	rplF		BA_RS00685	540	179	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	128585	128947	+					rplR		BA_RS00690	363		old_locus_tag=BA0126,BA_0126
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	128585	128947	+	WP_000628816.1	WP_000628816.1		50S ribosomal protein L18	rplR		BA_RS00690	363	120	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	128969	129469	+					rpsE		BA_RS00695	501		old_locus_tag=BA0127,BA_0127
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	128969	129469	+	WP_000554646.1	WP_000554646.1		30S ribosomal protein S5	rpsE		BA_RS00695	501	166	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	129483	129665	+					rpmD		BA_RS00700	183		old_locus_tag=BA0128,BA_0128
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	129483	129665	+	WP_001085234.1	WP_001085234.1		50S ribosomal protein L30	rpmD		BA_RS00700	183	60	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	129699	130139	+					rplO		BA_RS00705	441		old_locus_tag=BA0129,BA_0129
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	129699	130139	+	WP_000766080.1	WP_000766080.1		50S ribosomal protein L15	rplO		BA_RS00705	441	146	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	130139	131440	+					secY		BA_RS00710	1302		old_locus_tag=BA0130,BA_0130
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	130139	131440	+	WP_000490114.1	WP_000490114.1		preprotein translocase subunit SecY	secY		BA_RS00710	1302	433	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	131497	132147	+							BA_RS00715	651		old_locus_tag=BA0131,BA_0131
CDS	with_protein	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	131497	132147	+	WP_001048992.1	WP_001048992.1		adenylate kinase			BA_RS00715	651	216	
gene	protein_coding	GCF_000007845.1	Primary Assembly	chromosome		NC_003997.3	132147	132893	+					map		BA_RS00720	747		old_locus_tag=BA0132,BA_0132
